c_ip,s_isint,s_pkts_all,s_ip,s_bytes_all,c_iscrypto,s_port,s_iscrypto,c_bytes_all,c_isint,c_pkts_all,fqdn,c_port,c_rst_cnt,c_ack_cnt,c_ack_cnt_p,c_bytes_uniq,c_pkts_data,c_pkts_retx,c_bytes_retx,c_pkts_ooo,c_syn_cnt,c_fin_cnt,s_rst_cnt,s_ack_cnt,s_ack_cnt_p,s_bytes_uniq,s_pkts_data,s_pkts_retx,s_bytes_retx,s_pkts_ooo,s_syn_cnt,s_fin_cnt,first,last,durat,c_first,s_first,c_last,s_last,c_first_ack,s_first_ack,con_t,p2p_t,http_t,c_rtt_avg,c_rtt_min,c_rtt_max,c_rtt_std,c_rtt_cnt,c_ttl_min,c_ttl_max,s_rtt_avg,s_rtt_min,s_rtt_max,s_rtt_std,s_rtt_cnt,s_ttl_min,s_ttl_max,p2p_st,ed2k_data,ed2k_sig,ed2k_c2s,ed2k_c2c,ed2k_chat,c_f1323_opt,c_tm_opt,c_win_scl,c_sack_opt,c_sack_cnt,c_mss,c_mss_max,c_mss_min,c_win_max,c_win_min,c_win_0,c_cwin_max,c_cwin_min,c_cwin_ini,c_pkts_rto,c_pkts_fs,c_pkts_reor,c_pkts_dup,c_pkts_unk,c_pkts_fc,c_pkts_unrto,c_pkts_unfs,c_syn_retx,s_f1323_opt,s_tm_opt,s_win_scl,s_sack_opt,s_sack_cnt,s_mss,s_mss_max,s_mss_min,s_win_max,s_win_min,s_win_0,s_cwin_max,s_cwin_min,s_cwin_ini,s_pkts_rto,s_pkts_fs,s_pkts_reor,s_pkts_dup,s_pkts_unk,s_pkts_fc,s_pkts_unrto,s_pkts_unfs,s_syn_retx,http_req_cnt,http_res_cnt,http_res,c_pkts_push,s_pkts_push,c_tls_SNI,s_tls_SCN,c_npnalpn,s_npnalpn,c_tls_sesid,c_last_handshakeT,s_last_handshakeT,c_appdataT,s_appdataT,c_appdataB,s_appdataB,dns_rslv,req_tm,res_tm,c_first_abs,c_durat,c_type,s_first_abs,s_durat,s_type,protocolo,etiqueta
192.168.137.254,1,3,52.45.116.129,0,0,443,0,0,1,2,-,57170,1,0,0,0,0,0,0,0,1,0,0,3,0,0,0,2,2,0,3,0,1674055112369.094,1674055117062.3347,4693.241,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,226.935306,226.958,226.958,0.0,1,64,64,0.0,0.0,0.0,0.0,0,237,237,0,0,0,0,0,0,1,1,5,1,0,1460,0,0,29200,29200,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,8,1,0,1460,0,0,6872832,26847,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,---,0,0,-,-,0,0,0,0.0,0.0,0.0,0.0,0,0,-,0.0,0.0,0.0,0.0,0,0.0,0.0,0,TCP,Mirai
192.168.137.129,1,2,47.254.51.170,0,0,8000,0,0,1,3,-,54657,1,0,0,0,0,1,1,0,2,0,0,2,0,0,0,1,1,0,2,0,1674055112988.41,1674055117743.348,4754.938,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0,64,64,0.0,0.0,0.0,0.0,0,111,111,0,0,0,0,0,0,1,1,3,1,0,1460,0,0,65535,65535,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,1,0,1460,0,0,64000,64000,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,---,0,0,-,-,0,0,0,0.0,0.0,0.0,0.0,0,0,-,0.0,0.0,0.0,0.0,0,0.0,0.0,0,TCP,Mirai
192.168.137.129,1,1,47.90.0.159,0,0,8000,0,0,1,4,-,54659,1,0,0,0,0,2,2,0,3,0,0,1,0,0,0,0,0,0,1,0,1674055118069.052,1674055120345.378,2276.326,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,404.053595,404.094,404.094,0.0,1,64,64,0.0,0.0,0.0,0.0,0,110,110,0,0,0,0,0,0,1,1,0,1,0,1460,0,0,65535,65535,0,0,0,0,0,0,0,2,0,0,0,0,0,0,1,0,1,0,1460,0,0,64000,64000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,---,0,0,-,-,0,0,0,0.0,0.0,0.0,0.0,0,0,-,0.0,0.0,0.0,0.0,0,0.0,0.0,0,TCP,Mirai
192.168.137.129,1,9,103.136.220.205,6174,0,443,0,517,1,7,-,60324,1,5,1,517,1,2,2,0,1,3,0,9,2,5135,4,2,1040,0,2,1,1674055116154.7727,1674055121726.032,5571.259,2841.504,3240.204,2841.504,4272.703,1914.356,3239.499,8192,0,0,409.650017,397.995,421.346,0.0,2,64,64,0.0,0.0,0.0,0.0,0,39,40,0,0,0,0,0,0,1,1,6,1,0,1460,517,517,262144,65535,0,517,517,517,0,0,0,2,0,0,0,0,0,1,0,10,1,1,1444,2888,1039,43356160,42340,0,5136,2888,5135,1,0,0,1,0,0,0,0,0,0,0,---,1,2,pitaya-task-sg.byteintlapi.com,-,160,0,1,2841.504,4272.703,0.0,0.0,0,0,-,0.0,0.0,0.0,0.0,0,0.0,0.0,0,TCP,Mirai
192.168.137.129,1,2,47.75.91.236,0,0,8900,0,0,1,3,-,54660,1,0,0,0,0,1,1,0,2,0,0,2,0,0,0,1,1,0,2,0,1674055118996.162,1674055124031.9607,5035.799,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,405.335466,405.376,405.376,0.0,1,64,64,0.0,0.0,0.0,0.0,0,110,110,0,0,0,0,0,0,1,1,0,1,0,1460,0,0,8704,8704,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,1460,0,0,64000,64000,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,---,0,0,-,-,0,0,0,0.0,0.0,0.0,0.0,0,0,-,0.0,0.0,0.0,0.0,0,0.0,0.0,0,TCP,Mirai
192.168.137.206,1,3,34.158.253.218,0,0,443,0,0,1,4,ap.spotify.com,39092,1,0,0,0,0,2,2,0,3,0,0,3,0,0,0,2,2,0,3,0,1674055122580.43,1674055124033.091,1452.661,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0,64,64,0.0,0.0,0.0,0.0,0,58,58,0,0,0,0,0,0,1,1,6,1,0,1460,0,0,4194240,65535,0,0,0,0,0,0,0,0,1,0,1,0,0,1,1,12,1,0,1240,0,0,266584064,65084,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,---,0,0,-,-,0,0,0,0.0,0.0,0.0,0.0,0,0,192.168.137.1,1674055115697.579,1674055115906.811,0.0,0.0,0,0.0,0.0,0,TCP,Mirai
192.168.137.129,1,2,47.52.0.59,0,0,8000,0,0,1,6,-,54662,1,0,0,0,0,4,4,0,5,0,0,2,0,0,0,1,1,0,2,0,1674055120337.223,1674055124033.224,3696.001,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0,64,64,0.0,0.0,0.0,0.0,0,109,109,0,0,0,0,0,0,1,1,0,1,0,1460,0,0,65535,65535,0,0,0,0,0,0,0,4,0,0,0,0,0,0,1,0,1,0,1460,0,0,64000,64000,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,---,0,0,-,-,0,0,0,0.0,0.0,0.0,0.0,0,0,-,0.0,0.0,0.0,0.0,0,0.0,0.0,0,TCP,Mirai
192.168.137.129,1,2,47.88.29.73,0,0,8900,0,0,1,4,-,54661,1,0,0,0,0,2,2,0,3,0,0,2,0,0,0,1,1,0,2,0,1674055120337.218,1674055124033.226,3696.008,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0,64,64,0.0,0.0,0.0,0.0,0,111,111,0,0,0,0,0,0,1,1,0,1,0,1460,0,0,8704,8704,0,0,0,0,0,0,0,2,0,0,0,0,0,0,1,0,1,0,1460,0,0,64000,64000,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,---,0,0,-,-,0,0,0,0.0,0.0,0.0,0.0,0,0,-,0.0,0.0,0.0,0.0,0,0.0,0.0,0,TCP,Mirai
192.168.137.172,1,10,34.218.147.23,648,0,443,0,757,1,10,-,1234,1,9,3,757,5,0,0,0,1,0,0,10,5,648,3,1,1,0,2,0,1674055121247.789,1674055125943.7627,4695.974,1087.611,1347.793,4245.397,4529.892,1073.987,1347.792,8192,0,0,270.0,260.167,284.294,11.167487,6,255,255,596.38809,121.188,914.581,349.852295,4,231,232,0,0,0,0,0,0,0,0,0,0,0,1460,341,61,4380,3732,0,341,61,67,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1460,405,91,65535,65535,0,405,1,152,0,0,0,1,0,0,0,0,0,0,0,---,5,3,-,-,0,0,0,3044.481,3318.076,3875.114,4529.892,220,244,-,0.0,0.0,0.0,0.0,0,0.0,0.0,0,TCP,Mirai
192.168.137.237,1,11,54.71.50.62,5680,0,443,0,2366,1,14,m-8a150cee.kinesisvideo.us-west-2.amazonaws.com,46981,0,12,7,2366,4,1,1,0,2,1,0,11,2,5680,5,2,2,0,3,1,1674055119690.388,1674055126122.591,6432.203,2790.871,3051.75,5738.582,6087.294,2789.053,3050.549,8192,0,0,273.52433,259.678,302.708,18.987644,5,64,64,267.444251,0.462,608.684,248.267646,5,232,233,0,0,0,0,0,0,1,1,4,1,0,1460,1448,126,233600,14600,0,1812,126,428,0,0,0,0,0,0,1,0,0,1,1,8,1,0,1460,2896,51,6872832,26847,0,2896,51,1448,0,0,0,2,0,0,0,0,0,0,0,---,3,3,m-8a150cee.kinesisvideo.us-west-2.amazonaws.com,m-8a150cee.kinesisvideo.us-west-2.amazonaws.com,32,32,1,4972.69,5275.398,5726.605,6087.294,555,5486,192.168.137.1,1674055117479.432,1674055117684.775,0.0,0.0,0,0.0,0.0,0,TCP,Mirai
192.168.137.129,1,3,147.160.190.227,0,0,443,0,0,1,6,api16-access-gcp.pangle.io.ttdns2.com,60327,1,0,0,0,0,4,4,0,5,0,0,3,0,0,0,2,2,0,3,0,1674055124693.685,1674055126791.779,2098.094,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0,64,64,0.0,0.0,0.0,0.0,0,51,51,0,0,0,0,0,0,1,1,6,1,0,1460,0,0,4194240,65535,0,0,0,0,0,0,0,4,0,0,0,0,0,1,1,10,1,0,1320,0,0,67107840,65535,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,---,0,0,-,-,0,0,0,0.0,0.0,0.0,0.0,0,0,192.168.137.1,1674055121725.4907,1674055122062.893,0.0,0.0,0,0.0,0.0,0,TCP,Mirai
192.168.137.129,1,5,47.88.188.193,128,0,8000,0,144,1,6,-,54664,0,5,3,144,1,0,0,0,1,1,0,5,1,64,2,1,65,0,1,2,1674055124032.577,1674055127189.722,3157.145,661.114,1125.434,661.114,3006.206,661.113,1125.434,0,0,0,444.094864,397.911,470.098,40.113388,3,64,64,1152.820906,191.015,1633.797,832.981627,3,112,113,0,0,0,0,0,0,1,1,0,1,0,1460,144,144,65535,65535,0,144,144,144,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1460,64,64,64000,63856,0,64,64,64,0,0,0,0,1,0,0,0,0,0,0,---,1,1,-,-,0,0,0,0.0,0.0,0.0,0.0,0,0,-,0.0,0.0,0.0,0.0,0,0.0,0.0,0,TCP,Mirai
192.168.137.129,1,5,47.244.109.43,16,0,8900,0,64,1,8,-,54663,0,5,3,64,1,2,2,0,3,1,0,5,2,16,1,0,0,0,1,1,1674055121726.03,1674055127361.492,5635.462,2306.302,4012.501,2306.302,4012.501,2306.3,2927.845,0,0,0,574.420853,533.193,621.543,44.465157,3,64,64,1293.855205,1054.214,1773.107,415.006887,3,110,111,0,0,0,0,0,0,1,1,0,1,0,1460,64,64,33304,8704,0,65,1,64,0,0,0,2,0,0,0,0,0,0,1,0,1,0,1460,16,16,64000,63936,0,16,16,16,0,0,0,0,0,0,0,0,0,0,0,---,1,1,-,-,0,0,0,0.0,0.0,0.0,0.0,0,0,-,0.0,0.0,0.0,0.0,0,0.0,0.0,0,TCP,Mirai
192.168.137.248,1,10,172.217.1.14,1440,0,443,0,654,1,7,www.youtube.com,52340,1,5,2,654,2,0,0,1,1,1,0,10,3,826,3,3,617,0,2,3,1674055125880.314,1674055127540.3147,1660.001,430.475,654.538,1032.261,1592.406,383.049,633.244,8192,0,0,219.729014,202.769,236.711,0.0,2,64,64,262.017399,146.338,377.723,0.0,2,122,123,0,0,0,0,0,0,1,1,6,1,0,1460,590,64,30272,29200,0,654,590,590,1,0,0,0,0,0,0,0,0,1,1,8,1,1,1412,614,212,16776960,65535,0,614,614,0,0,0,0,1,3,0,0,0,0,0,0,---,2,2,www.youtube.com,-,160,0,1,1032.261,654.538,0.0,1236.726,0,213,192.168.137.1,1674055125499.291,1674055125804.777,0.0,0.0,0,0.0,0.0,0,TCP,Mirai
192.168.137.79,1,11,130.211.135.74,1743,0,443,0,2809,1,12,nexus.dropcam.com,35217,0,11,5,2809,5,0,0,0,1,1,1,10,4,1743,3,1,1,0,1,2,1674055125536.674,1674055128817.483,3280.809,406.332,634.05,3057.352,1604.767,377.143,629.224,8192,0,0,235.924882,222.892,287.263,28.697962,5,64,64,565.280824,31.582,1574.437,874.424544,3,59,60,0,0,0,0,0,0,1,1,3,1,0,1460,1408,105,20232,14600,0,1982,105,105,0,0,0,0,0,0,0,0,0,1,1,8,1,0,1420,1615,59,43776,42496,0,1615,59,1615,1,0,0,0,0,0,0,0,0,0,0,---,4,3,-,oculus2330-us1.dropcam.com,0,0,0,1074.335,1301.15,1363.764,1604.767,2088,1675,192.168.137.1,1674055125058.264,1674055125267.1,0.0,0.0,0,0.0,0.0,0,TCP,Mirai
192.168.137.163,1,3,47.254.83.84,0,0,1340,0,0,1,5,-,57460,0,3,2,0,0,1,1,0,2,1,0,3,1,0,0,0,0,0,1,1,1674055131030.492,1674055133894.488,2863.996,0.0,0.0,0.0,0.0,1685.162,1949.749,0,0,0,273.370831,263.477,283.292,0.0,2,64,64,1157.79611,913.838,1401.87,0.0,2,111,111,0,0,0,0,0,0,1,1,3,1,0,1460,0,0,116800,14600,0,1,1,0,0,0,0,0,0,0,1,0,0,1,1,8,1,0,1460,0,0,263424,8192,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,---,0,0,-,-,0,0,0,0.0,0.0,0.0,0.0,0,0,-,0.0,0.0,0.0,0.0,0,0.0,0.0,0,TCP,Mirai
192.168.137.112,1,20,34.213.103.51,953,0,8886,0,3462,1,24,m2.tuyaus.com,54563,1,23,9,2103,12,3,1359,0,1,1,0,20,10,815,8,2,139,0,2,1,1674055122648.0427,1674055134233.628,11585.585,1096.41,1365.893,9443.993,10043.223,1096.406,1365.892,8192,0,0,266.089439,259.623,307.861,14.973738,10,255,255,652.930541,124.05,1119.701,360.879509,5,232,233,0,0,0,0,0,0,0,0,0,0,0,1460,1093,6,4380,3772,0,1178,60,343,0,0,0,0,2,0,1,0,0,0,0,0,0,0,1460,346,69,4096,2515,0,346,1,124,2,0,0,1,0,0,0,0,0,0,0,---,9,7,-,-,0,0,1,2489.277,2749.336,3331.94,3596.156,495,471,192.168.137.1,1674055121789.651,1674055122063.748,0.0,0.0,0,0.0,0.0,0,TCP,Mirai
192.168.137.163,1,1,120.76.210.199,0,0,80,0,0,1,2,logreport.nvcam.net,33219,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,1674055133433.11,1674055134446.921,1013.811,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0,64,64,0.0,0.0,0.0,0.0,0,22,22,0,0,0,0,0,0,1,1,3,1,0,1460,0,0,14600,14600,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,3,1,0,1460,0,0,14600,14600,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,---,0,0,-,-,0,0,0,0.0,0.0,0.0,0.0,0,0,192.168.137.1,1674055131581.3228,1674055131760.187,0.0,0.0,0,0.0,0.0,0,TCP,Mirai
192.168.137.141,1,12,54.69.37.156,800,0,443,0,824,1,10,-,48288,1,9,2,757,6,1,67,0,1,0,0,12,6,648,4,2,153,0,2,0,1674055118321.04,1674055135109.626,16788.586,1989.071,2265.635,16174.978,16445.473,1988.891,2265.634,8192,0,0,266.520558,259.777,279.895,9.166456,6,255,255,468.615069,343.07,594.207,0.0,2,232,233,0,0,0,0,0,0,0,0,0,0,0,1460,341,61,4380,3732,0,341,61,67,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1460,405,91,65535,65535,0,405,91,152,1,0,0,1,0,0,0,0,0,0,0,---,5,3,-,-,0,0,0,6210.859,6470.766,7064.973,16445.473,220,244,-,0.0,0.0,0.0,0.0,0,0.0,0.0,0,TCP,Mirai
192.168.137.248,1,7,142.251.33.163,127,0,80,0,319,1,8,connectivitycheck.gstatic.com,50320,1,5,3,319,1,1,1,0,2,1,0,7,2,127,1,2,2,0,3,1,1674055136959.589,1674055140946.986,3987.397,1559.039,1762.932,1559.039,1762.932,1559.039,1762.618,1,0,1,211.652945,203.579,227.022,13.309894,3,64,64,0.0,0.0,0.0,0.0,0,122,123,0,0,0,0,0,0,1,1,6,1,0,1460,319,319,1868800,29200,0,319,319,319,0,0,0,0,0,0,1,0,0,1,1,8,1,0,1412,127,127,16776960,65535,0,127,127,127,0,0,0,2,0,0,0,0,0,1,1,204,1,1,-,-,0,0,0,0.0,0.0,0.0,0.0,0,0,192.168.137.1,1674055133807.486,1674055133985.9807,0.0,0.0,0,0.0,0.0,0,TCP,Mirai
192.168.137.42,1,24,47.254.14.172,13923,0,443,0,1089,1,17,api.us.xiaoyi.com,35996,0,16,9,796,6,1,293,0,1,1,0,24,6,5440,15,9,8484,0,1,2,1674055123793.371,1674055141780.869,17987.498,667.55,928.173,15750.709,13660.56,667.546,927.445,8192,0,0,271.626691,259.895,301.117,15.764782,7,64,64,1414.68751,384.899,2089.056,905.99702,3,45,46,0,0,0,0,0,0,1,1,3,1,4,1160,293,69,35872,23200,0,293,1,76,0,0,0,0,0,0,1,0,0,1,0,9,1,1,1440,2320,91,31744,29200,0,4912,91,4912,9,0,0,0,1,0,0,0,0,0,0,---,5,3,-,api.us.xiaoyi.com,0,0,0,10756.614,12343.17,13385.347,13660.56,435,5004,8.208.8.243,1674055121995.9087,1674055122290.174,0.0,0.0,0,0.0,0.0,0,TCP,Mirai
192.168.137.237,1,11,100.21.97.160,5680,0,443,0,2730,1,17,m-8a150cee.kinesisvideo.us-west-2.amazonaws.com,59956,1,16,10,2366,5,1,364,0,1,0,0,11,6,5680,4,0,0,0,1,0,1674055134808.631,1674055145943.245,11134.614,627.18,900.857,2816.891,2077.043,613.931,900.749,8192,0,0,279.088273,260.805,321.168,28.684953,4,64,64,395.037374,171.237,807.869,281.95538,4,232,233,0,0,0,0,0,0,1,1,4,1,0,1460,1448,126,29088,14600,0,1812,126,428,0,0,0,0,0,0,1,0,0,1,1,8,1,1,1460,3986,51,45824,26847,0,5434,51,5434,0,0,0,0,0,0,0,0,0,0,0,---,3,3,m-8a150cee.kinesisvideo.us-west-2.amazonaws.com,m-8a150cee.kinesisvideo.us-west-2.amazonaws.com,32,32,1,1282.943,1543.782,1726.371,2077.043,555,5486,192.168.137.1,1674055134301.798,1674055134508.091,0.0,0.0,0,0.0,0.0,0,TCP,Mirai
192.168.137.163,1,2,120.76.210.199,0,0,80,0,0,1,4,logreport.nvcam.net,33220,1,0,0,0,0,2,2,0,3,0,0,2,0,0,0,1,1,0,2,0,1674055143451.348,1674055148486.483,5035.135,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0,64,64,0.0,0.0,0.0,0.0,0,23,23,0,0,0,0,0,0,1,1,3,1,0,1460,0,0,116800,14600,0,0,0,0,2,0,0,0,0,0,0,0,0,1,1,3,1,0,1460,0,0,116800,14600,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,---,0,0,-,-,0,0,0,0.0,0.0,0.0,0.0,0,0,192.168.137.1,1674055131581.3228,1674055131760.187,0.0,0.0,0,0.0,0.0,0,TCP,Mirai
192.168.137.22,1,3,34.213.103.51,0,0,8886,0,0,1,9,-,49530,1,5,4,0,0,3,3,0,4,0,0,3,0,0,0,2,2,0,3,0,1674055113358.1987,1674055148600.691,35242.492,0.0,0.0,0.0,0.0,10675.028,0.0,0,0,0,0.0,0.0,0.0,0.0,0,255,255,0.0,0.0,0.0,0.0,0,41,41,0,0,0,0,0,0,0,0,0,0,0,1460,0,0,2920,2920,0,111,111,0,0,0,0,0,1,0,2,0,0,0,0,0,0,0,1460,0,0,4096,4096,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,---,0,0,-,-,0,0,0,0.0,0.0,0.0,0.0,0,0,-,0.0,0.0,0.0,0.0,0,0.0,0.0,0,TCP,Mirai
192.168.137.68,1,12,18.67.17.99,7307,0,443,0,998,1,11,connectivity.smartthings.com,48704,1,8,2,253,5,4,747,0,2,2,0,12,4,5879,4,3,1430,0,2,2,1674055135047.5627,1674055149073.395,14025.832,9283.483,9498.814,14000.452,13812.667,852.466,9498.098,0,0,0,224.413559,224.436,224.436,0.0,1,64,64,0.0,0.0,0.0,0.0,0,245,245,0,0,0,0,0,0,1,1,5,1,0,1460,253,7,934400,29200,0,253,246,253,0,0,0,0,3,0,1,0,0,1,1,9,1,2,1440,2856,1428,33553920,65535,0,5879,1428,5879,2,0,0,1,0,0,0,0,0,0,0,---,2,1,connectivity.smartthings.com,-,32,0,0,0.0,0.0,0.0,0.0,0,0,192.168.137.1,1674055131293.561,1674055131513.297,0.0,0.0,0,0.0,0.0,0,TCP,Mirai
192.168.137.109,1,15,44.235.194.199,1078,0,8886,0,386,1,10,-,40689,1,8,1,226,6,3,161,0,2,0,0,15,6,539,5,5,542,0,4,0,1673541167620.04,1673541190795.616,23175.576,4444.317,4559.922,21465.739,20883.877,4283.524,4559.921,8192,0,0,115.850854,115.604,116.148,0.225883,4,255,255,0.0,0.0,0.0,0.0,0,232,233,0,0,0,0,0,0,0,0,0,0,0,1460,85,6,2920,2796,0,85,6,75,0,0,0,0,1,0,2,0,0,0,0,0,0,0,1460,415,69,4096,3870,0,415,124,124,3,0,0,3,0,0,0,0,0,0,0,---,4,3,-,-,0,0,0,21465.739,20883.877,0.0,0.0,0,0,-,0.0,0.0,0.0,0.0,0,0.0,0.0,0,TCP,Mirai
192.168.137.186,1,8,52.23.16.149,0,0,443,0,0,1,6,-,49514,1,1,0,0,0,4,4,0,5,0,0,8,0,0,0,7,7,0,8,0,1673541174851.693,1673541193483.684,18631.991,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,92.966703,92.976,92.976,0.0,1,255,255,0.0,0.0,0.0,0.0,0,233,233,0,0,0,0,0,0,1,0,1,0,0,1460,0,0,49152,24576,0,0,0,0,0,0,0,0,3,0,1,0,0,1,0,8,0,0,1460,0,0,6882048,26883,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,---,0,0,-,-,0,0,0,0.0,0.0,0.0,0.0,0,0,-,0.0,0.0,0.0,0.0,0,0.0,0.0,0,TCP,Mirai
192.168.137.44,1,10,44.235.194.199,456,0,8886,0,134,1,7,-,26814,1,4,1,67,2,3,69,0,3,0,0,10,2,152,3,6,308,0,5,0,1673541183303.91,1673541200636.989,17333.079,7344.481,7460.817,10004.559,16660.434,7333.584,7460.816,8192,0,0,126.585671,116.335,136.849,0.0,2,255,255,0.0,0.0,0.0,0.0,0,41,42,0,0,0,0,0,0,0,0,0,0,0,1460,67,67,4380,4380,0,67,67,67,0,0,0,0,0,0,3,0,0,0,0,0,0,0,1460,152,152,4096,4029,0,152,152,152,2,0,0,4,0,0,0,0,0,0,0,---,1,1,-,-,0,0,0,10004.559,16660.434,0.0,0.0,0,0,-,0.0,0.0,0.0,0.0,0,0.0,0.0,0,TCP,Mirai
192.168.137.242,1,15,52.23.71.228,5603,0,443,0,417,1,13,config.amcrestcloud.com,56630,1,8,5,417,2,3,3,0,4,1,0,15,1,5450,7,8,158,0,6,1,1673547221895.599,1673547238576.5747,16680.976,7592.086,7647.946,8511.074,13073.409,7539.573,7646.78,8192,0,0,61.703707,54.694,78.085,11.082756,4,64,64,209.948002,5.925,426.231,210.420429,3,237,238,0,0,0,0,0,0,1,1,4,1,0,1460,291,126,233600,14600,0,291,126,291,0,0,0,0,0,0,3,0,0,1,1,8,1,0,1460,2896,51,6872832,26847,0,1448,51,1448,3,0,0,5,0,0,0,0,0,0,0,---,2,2,-,*.hostedcloudvideo.com,0,0,0,8511.074,13073.409,0.0,0.0,0,0,192.168.137.1,1673547221181.977,1673547221210.609,0.0,0.0,0,0.0,0.0,0,TCP,Mirai
192.168.137.129,1,4,18.189.49.220,0,0,443,0,0,1,3,-,52594,1,0,0,0,0,1,1,0,2,0,0,4,0,0,0,3,3,0,4,0,1673548873092.56,1673548879803.8027,6711.243,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,121.336866,121.349,121.349,0.0,1,64,64,0.0,0.0,0.0,0.0,0,236,236,0,0,0,0,0,0,1,1,6,1,0,1460,0,0,4194240,65535,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,8,1,0,1460,0,0,6872832,26847,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,---,0,0,-,-,0,0,0,0.0,0.0,0.0,0.0,0,0,-,0.0,0.0,0.0,0.0,0,0.0,0.0,0,TCP,Mirai
192.168.137.129,1,3,3.133.35.20,0,0,443,0,0,1,2,-,52592,1,0,0,0,0,0,0,0,1,0,0,3,0,0,0,2,2,0,3,0,1673548873499.551,1673548880025.426,6525.875,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,78.161184,78.169,78.169,0.0,1,64,64,0.0,0.0,0.0,0.0,0,236,236,0,0,0,0,0,0,1,1,6,1,0,1460,0,0,65535,65535,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,8,1,0,1460,0,0,6872832,26847,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,---,0,0,-,-,0,0,0,0.0,0.0,0.0,0.0,0,0,-,0.0,0.0,0.0,0.0,0,0.0,0.0,0,TCP,Mirai
192.168.137.186,1,5,52.2.174.47,0,0,443,0,0,1,6,a1g7wmxwoovxaz.iot.us-east-1.amazonaws.com,49610,1,1,0,0,0,4,4,0,5,0,0,5,0,0,0,4,4,0,5,0,1673548880605.856,1673548886401.297,5795.441,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,7.553245,7.554,7.554,0.0,1,255,255,0.0,0.0,0.0,0.0,0,233,233,0,0,0,0,0,0,1,0,1,0,0,1460,0,0,49152,24576,0,0,0,0,0,0,0,0,2,0,2,0,0,1,0,8,0,0,1460,0,0,6882048,26883,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,---,0,0,-,-,0,0,0,0.0,0.0,0.0,0.0,0,0,192.168.137.1,1673548875676.0728,1673548877644.535,0.0,0.0,0,0.0,0.0,0,TCP,Mirai
192.168.137.248,1,11,172.217.13.106,4718,0,443,0,517,1,12,-,39474,1,7,5,517,1,3,3,0,4,1,0,11,2,4718,2,5,5,0,6,1,1673548869264.2407,1673548888540.4067,19276.166,6667.762,6711.165,6667.762,14046.201,6667.762,6659.685,8192,0,0,36.692665,29.986,43.403,0.0,2,64,64,7342.494751,7343.229,7343.229,0.0,1,122,123,0,0,0,0,0,0,1,1,6,1,0,1460,517,517,1868800,29200,0,0,0,0,0,0,0,0,0,0,3,0,0,1,1,8,1,0,1412,3318,1400,16776960,65535,0,4718,1,4718,0,0,0,5,0,0,0,0,0,0,0,---,1,1,geller-pa.googleapis.com,-,129,0,1,6667.762,14046.201,0.0,0.0,0,0,-,0.0,0.0,0.0,0.0,0,0.0,0.0,0,TCP,Mirai
